disease,symptom
结肠粪性穿孔,结肠粪性穿孔
结肠粪性穿孔,腹部肿块
结肠粪性穿孔,腹痛
结肠粪性穿孔,肠蠕动减少
结肠粪性穿孔,上腹部疼痛
结、直肠黑变病,肠蠕动减少
结、直肠黑变病,肠蠕动减少
结、直肠黑变病,腹部肿块
结、直肠黑变病,腹痛
结、直肠黑变病,胃肠气胀
脚气,脚气
脚气,手、足部厚壁水疱
脚气,脚臭
脚气,瘙痒
脚气,溃疡
矫正型大动脉错位,心脏杂音
矫正型大动脉错位,胸痛
矫正型大动脉错位,呼吸异常
矫正型大动脉错位,紫绀
矫正型大动脉错位,心力衰竭
角膜擦伤,眼睑松弛和上唇增厚
角膜擦伤,畏光及流泪
角膜擦伤,角膜知觉减少
角膜擦伤,角膜树枝状改变
角膜擦伤,眼痛
焦虑症,坐立不安
焦虑症,面部一侧出汗另一侧却无汗
焦虑症,过度换气综合征
焦虑症,消化道内毛石或毛粪石形成
焦虑症,严重情绪障碍
交感性眼炎,眼球内积脓而失明
交感性眼炎,眼胀
交感性眼炎,眼神异常
交感性眼炎,红眼
交感性眼炎,眼痛
浆细胞瘤,骨髓浆细胞增多
浆细胞瘤,弥漫性下腰痛
浆细胞瘤,身痛
浆细胞瘤,发热
姜片虫病,外斐氏试验阴性
姜片虫病,腹痛
姜片虫病,腹水
姜片虫病,胸痛
碱性磷酸钙结晶沉积,钙沉积
碱性磷酸钙结晶沉积,关节疼痛
碱性磷酸钙结晶沉积,身痛
碱性磷酸钙结晶沉积,发热
碱性磷酸钙结晶沉积,皮肤钙化
睑板腺癌,眼睑闭合不全
睑板腺癌,睡眠时睑闭合不全
睑板腺癌,上眼睑增厚松弛
睑板腺癌,眼睑松弛和上唇增厚
睑板腺癌,眼睑松弛
肩-手综合征,手酸
肩-手综合征,手凉
肩-手综合征,手掌软硬度异常
肩-手综合征,身痛
肩-手综合征,骨质疏松
间质性肾炎,肾区叩击痛
间质性肾炎,慢性肾衰竭
间质性肾炎,急性肾衰竭
间质性肾炎,肾病综合征
间质性肾炎,蛋白尿
间质性膀胱炎,白细胞尿
间质性膀胱炎,排尿疼痛
间质性膀胱炎,膀胱痉挛
间质性膀胱炎,纤维结构不良
间质性膀胱炎,尿频
间歇性外斜视,视力障碍
间歇性外斜视,眼球不能随意动
间歇性外斜视,复视
间歇性外斜视,眼皮下垂
间歇性外斜视,内斜V征
间充质软骨肉瘤,身痛
间充质软骨肉瘤,发热
间充质软骨肉瘤,儿童骨缺损
间充质软骨肉瘤,侵蚀性骨破坏    
间充质软骨肉瘤,骨骼肿块
假性甲状旁腺功能减,神经肌肉症状
假性甲状旁腺功能减,指(趾)甲脆软萎缩
假性甲状旁腺功能减,掌骨和跖骨短
假性甲状旁腺功能减,癫痫和癫痫样发作
假性甲状旁腺功能减,色素异常
假痛风性关节炎,非对称性关节痛
假痛风性关节炎,关节肿胀
假痛风性关节炎,关节畸形
假痛风性关节炎,关节疼痛
假痛风性关节炎,身痛
假膜性肠炎,会阴瘘管或窦道形成
假膜性肠炎,肠蠕动减少
假膜性肠炎,肠胀气
假膜性肠炎,手凉
假膜性肠炎,大便粘腻
甲状腺腺瘤,气管移位
甲状腺腺瘤,咳嗽
甲状腺腺瘤,甲状腺肿
甲状腺腺瘤,咽部异物感
甲状腺腺瘤,声音嘶哑
甲状腺舌管囊肿与瘘,舌骨区有肿胀压痛
甲状腺舌管囊肿与瘘,舌头上有长时间不愈溃疡
甲状腺舌管囊肿与瘘,舌痛
甲状腺舌管囊肿与瘘,舌炎
甲状腺舌管囊肿与瘘,甲状腺肿
甲状舌囊肿及瘘管,舌根部脓肿
甲状舌囊肿及瘘管,舌轻度外吐
甲状舌囊肿及瘘管,舌骨区有肿胀压痛
甲状舌囊肿及瘘管,舌苔发黑
甲状舌囊肿及瘘管,唾液腺肿大
甲状舌管囊肿与鳃裂,舌痛
甲状舌管囊肿与鳃裂,舌炎
甲状舌管囊肿与鳃裂,囊肿
甲状舌管囊肿与鳃裂,咽炎、舌炎、龈炎
甲状舌管囊肿与鳃裂,吞咽困难
甲状舌骨囊肿与瘘,舌骨区有肿胀压痛
甲状舌骨囊肿与瘘,舌头上有长时间不愈溃疡
甲状舌骨囊肿与瘘,唾液腺肿大
甲状舌骨囊肿与瘘,骨囊肿
甲状舌骨囊肿与瘘,舌炎
甲沟炎,指(趾)甲脆软萎缩
甲沟炎,指甲异常
甲沟炎,脓疱
甲沟炎,发热
甲沟炎,甲身凹沟
甲醇中毒,药物中毒
甲醇中毒,轻度中毒
甲醇中毒,中毒严重
甲醇中毒,步态异常
甲醇中毒,昏迷
颊间隙感染,蜂窝组织炎
颊间隙感染,细菌的混合感染
颊间隙感染,炎性细胞浸润
颊间隙感染,口痛
颊间隙感染,感染诱发昏迷
继发性纵隔感染,血性渗液
继发性纵隔感染,炎性细胞浸润
继发性纵隔感染,细菌的混合感染
继发性纵隔感染,胸痛
继发性纵隔感染,呼吸异常
脊椎椎弓峡部裂,脊柱侧弯
脊椎椎弓峡部裂,角弓反张
脊椎椎弓峡部裂,身痛
脊椎结核后突畸形,椎体结核
脊椎结核后突畸形,椎前旁软组织肿胀或脓肿
脊椎结核后突畸形,身痛
脊椎结核后突畸形,发热
脊椎结核后突畸形,持续低烧
脊椎结核寒性脓肿穿,结核杆菌血行播散
脊椎结核寒性脓肿穿,持续低烧
脊椎结核寒性脓肿穿,身痛
脊椎结核寒性脓肿穿,发热
脊椎结核寒性脓肿穿,椎前旁软组织肿胀或脓肿
脊椎结核并发截瘫,椎体结核
脊椎结核并发截瘫,椎前旁软组织肿胀或脓肿
脊椎结核并发截瘫,身痛
脊椎结核并发截瘫,感觉障碍
脊椎结核并发截瘫,瘫痪
脊椎结核并发窦道,消耗性体重下降
脊椎结核并发窦道,持续低烧
脊椎结核并发窦道,身痛
脊椎结核并发窦道,发热
脊椎结核并发窦道,窦道相
脊椎骨骨髓炎,身痛
脊椎骨骨髓炎,发热
脊椎骨骨髓炎,腰背酸痛
脊椎骨骨髓炎,骨质破坏
脊椎骨骨髓炎,骨痹
脊柱侧凸,胸腰段及腰椎前凸消失
脊柱侧凸,腰部僵硬及腰前凸消失
脊柱侧凸,胸段或腰段脊髓伤
脊柱侧凸,脊髓马尾受累
脊柱侧凸,脊柱的成角畸形
脊柱、脊髓损伤,身痛
脊柱、脊髓损伤,发热
脊柱、脊髓损伤,节段性分离性感觉障碍
脊柱、脊髓损伤,屈性截瘫
脊柱、脊髓损伤,定位神经体征
脊索瘤,四肢远端麻木、疼痛或异样感觉
脊索瘤,大小便失禁
脊索瘤,结节性硬化
脊索瘤,身痛
脊索瘤,发热
脊髓肿瘤,定位神经体征
脊髓肿瘤,屈性截瘫
脊髓肿瘤,上颈髓区病变
脊髓肿瘤,下肢振动觉和位置觉受损
脊髓肿瘤,节段性分离性感觉障碍
脊髓血管病,下肢振动觉和位置觉受损
脊髓血管病,上行性皮肤麻木
脊髓血管病,感觉障碍
脊髓血管病,神经痛
脊髓血管病,脊髓出血
脊髓灰质炎,麻痹
脊髓灰质炎,腋毛变稀少
脊髓灰质炎,定位神经体征
脊髓灰质炎,骨痹
脊髓灰质炎,两条腿不一样长
急性硬脑膜外血肿,前额头痛
急性硬脑膜外血肿,内脏出血
急性硬脑膜外血肿,定位体征
急性硬脑膜外血肿,持续性头晕
急性硬脑膜外血肿,脑脓肿
急性应激反应,应激功能减退
急性应激反应,运动性兴奋或抑制
急性应激反应,偶有自发只言片语
急性应激反应,术后疼痛
急性应激反应,暴力冲动行为
急性眼眶蜂窝织炎,发热
急性眼眶蜂窝织炎,昏迷
急性眼眶蜂窝织炎,晕厥
急性眼眶蜂窝织炎,头痛
急性眼眶蜂窝织炎,眼球不能随意动
急性血源性骨髓炎,骨痹
急性血源性骨髓炎,骨质破坏
急性血源性骨髓炎,骨髓损害
急性血源性骨髓炎,溶骨性损害
急性血源性骨髓炎,骨无菌性坏死
急性舌扁桃体炎,浑身忽冷忽热
急性舌扁桃体炎,腭部可见小出血点
急性舌扁桃体炎,舌根部脓肿
急性舌扁桃体炎,周身炎症反应
急性舌扁桃体炎,舌炎
急性脓肿,骶尾部窦道形成
急性脓肿,脓毒性血症或多发性迁徙性脓肿
急性脓肿,囊肿
急性脓肿,脓疱
急性脓肿,发热
急性弥漫性腹膜炎,累及整个腹腔的腹膜炎
急性弥漫性腹膜炎,下腹部反跳痛
急性弥漫性腹膜炎,板状腹
急性弥漫性腹膜炎,腹肌肌肉抽搐
急性弥漫性腹膜炎,强迫性体位    
急性泪腺炎,流泪
急性泪腺炎,睑缘呈横“S”形下垂
急性泪腺炎,进食流泪
急性泪腺炎,发热
急性泪腺炎,淋巴结肿大
急性泪囊炎,筛窦泪囊瘘
急性泪囊炎,发热
急性泪囊炎,尿频伴尿急和尿痛
急性泪囊炎,头痛
急性泪囊炎,眼痛
急性结肠假性梗阻综,内脏梗阻
急性结肠假性梗阻综,结肠膨胀
急性结肠假性梗阻综,胃肠气胀
急性及亚急性脑内血,瘀血积聚
急性及亚急性脑内血,恶心与呕吐
急性及亚急性脑内血,头痛
急性及亚急性脑内血,持续性头晕
急性及亚急性脑内血,发作性眩晕
急性化脓性乳突炎,耳后乳突水肿
急性化脓性乳突炎,口角歪斜，无法说话
急性化脓性乳突炎,面神经瘫痪
急性化脓性乳突炎,眩晕
急性化脓性乳突炎,耳溢液
急性化脓性腱鞘炎,不能伸展拇指
急性化脓性腱鞘炎,胸锁乳突肌附着处压痛
急性化脓性腱鞘炎,头痛
急性化脓性腱鞘炎,囊肿
急性化脓性腱鞘炎,脓疱
急性颌下腺炎,颌骨呈“扇形”骨质破坏
急性颌下腺炎,颌突畸形
急性颌下腺炎,心律失常
急性颌下腺炎,发热
急性颌下腺炎,呼吸异常
急性颌骨骨髓炎,脓疱
急性颌骨骨髓炎,口腔痛
急性颌骨骨髓炎,吞咽困难
急性颌骨骨髓炎,消瘦
急性颌骨骨髓炎,下唇麻木
急性和亚急性硬脑膜,持续性头晕
急性和亚急性硬脑膜,定位体征
急性和亚急性硬脑膜,发作性眩晕
急性和亚急性硬脑膜,脑脓肿
急性和亚急性硬脑膜,脑实质的浸润
急性腹膜炎,下腹部反跳痛
急性腹膜炎,腹肌肌肉抽搐
急性腹膜炎,板状腹
急性腹膜炎,肠鸣音消失
急性腹膜炎,腹肌紧张
急性风湿热肾损害,阴阳气血失衡
急性风湿热肾损害,苔黄腻
急性风湿热肾损害,反复高热
急性风湿热肾损害,摇头转颈
急性风湿热肾损害,长脉
急性结石性胆囊炎,右上腹痛
急性结石性胆囊炎,下腹局部疼痛
急性结石性胆囊炎,胆囊触痛征
急性结石性胆囊炎,懒胆囊
急性结石性胆囊炎,胆囊壁纤维化
急性单纯外伤性腰腿,身痛
急性单纯外伤性腰腿,痛阈降低
急性单纯外伤性腰腿,腰部钝痛
急性单纯外伤性腰腿,腰背酸痛
急性单纯外伤性腰腿,反射性腰痛
急性单纯疱疹病毒性,轴性遗忘症
急性单纯疱疹病毒性,水泡
急性单纯疱疹病毒性,腹壁反射减弱或消失
急性单纯疱疹病毒性,动眼危象
急性单纯疱疹病毒性,基因融合
急性出血坏死型胰腺,胰腺纤维化
急性出血坏死型胰腺,暴食后急性腹痛
急性出血坏死型胰腺,肠管出血
急性出血坏死型胰腺,粪样呕吐物
急性出血坏死型胰腺,脐周皮肤青紫色斑
急性闭角性青光眼,倒睫
急性闭角性青光眼,生理盲点扩大
急性闭角性青光眼,视野缩小
急性闭角性青光眼,眼压突然迅速升高
急性闭角性青光眼,眼痛
急性膀胱炎,腰背痛
急性膀胱炎,血尿
急性膀胱炎,尿频伴尿急和尿痛
急性膀胱炎,膀胱刺激症
急性膀胱炎,尿频
吉尔伯特综合征,毒物致肝损害
吉尔伯特综合征,疲劳
吉尔伯特综合征,溶血现象
基底细胞瘤,溃疡
基底细胞瘤,斑疹
基底细胞瘤,头痛
基底细胞瘤,毛细血管扩张症
基底细胞瘤,构音不良-手笨拙综合征
基底节血肿,脑实质的浸润
基底节血肿,内脏出血
基底节血肿,前额头痛
基底节血肿,构音不良-手笨拙综合征
基底节血肿,脑室出血
鸡胸,胸骨隆凸
鸡胸,儿童胸廓变形
鸡胸,肋骨融合
鸡胸,疲劳
鸡胸,胸廓异常
肌萎缩性侧索硬化,横纹肌溶解
肌萎缩性侧索硬化,偏身萎缩
肌萎缩性侧索硬化,肌肉的失用性萎缩
肌萎缩性侧索硬化,肌肉萎缩
肌萎缩性侧索硬化,关节韧带松弛或肌张力低
肌萎缩侧索硬化症,上肢无力
肌萎缩侧索硬化症,上肢周围性瘫痪
肌萎缩侧索硬化症,吞咽困难
肌萎缩侧索硬化症,饮水呛咳
肌萎缩侧索硬化症,肌肉的失用性萎缩
获得性血小板功能障,恶心与呕吐
获得性血小板功能障,头痛
获得性血小板功能障,发热
获得性血小板功能障,高血压
获得性血小板功能障,血尿
链球菌感染后的急性,细菌的混合感染
链球菌感染后的急性,细菌感染
链球菌感染后的急性,真菌感染
链球菌感染后的急性,水肿伴蛋白尿
链球菌感染后的急性,肾源性水肿
距骨骨折,斜形骨折
距骨骨折,螺旋形骨折
距骨骨折,儿童反复骨折    
距骨骨折,粉碎性骨折
距骨骨折,线状骨折
巨幼细胞性贫血,口唇苍白
巨幼细胞性贫血,红细胞体积增大
巨幼细胞性贫血,鼻子颜色苍白
巨幼细胞性贫血,红细胞畸形
巨幼细胞性贫血,眼白过白
巨细胞动脉炎,细胞感染增大
巨细胞动脉炎,暴胀的颞浅动脉
巨细胞动脉炎,消瘦
巨细胞动脉炎,头痛
巨细胞动脉炎,发热
口腔溃疡,咬嘴唇或舌
口腔溃疡,无痛性口腔溃疡
口腔溃疡,顽固性口腔溃疡
口腔溃疡,咽炎、舌炎、龈炎
口腔溃疡,复合性溃疡
结节性多动脉炎,无痛性口腔溃疡
结节性多动脉炎,干性坏疽
结节性多动脉炎,关节疼痛
结节性多动脉炎,身痛
结节性多动脉炎,结节
窥阴癖,性施虐癖
窥阴癖,灌肠癖
窥阴癖,窥淫癖
窥阴癖,对女性物品的非正常爱好
窥阴癖,心境不良
眶下间隙感染,细菌的混合感染
眶下间隙感染,头痛
眶下间隙感染,囊肿
眶下间隙感染,口腔痛
眶下间隙感染,发热
口咽部粘连,咽部肌肉运动障碍
口咽部粘连,悬雍垂松弛细长
口咽部粘连,声音变低
口咽部粘连,嗳气时有腐败鸡蛋的气味
口咽部粘连,咽部溃疡
口蹄病,头痛
口蹄病,发热
口蹄病,淋巴结肿大
口蹄病,溃疡
口蹄病,口腔粘膜弥漫充血
口腔颌面部软组织损,口苦
口腔颌面部软组织损,张口困难
口腔颌面部软组织损,呼吸异常
口腔颌面部软组织损,黏膜损害
口腔颌面部软组织损,休克
口腔颌面部皮样、表,软腭疼痛
口腔颌面部皮样、表,口苦
口腔颌面部皮样、表,口腔黏膜黄豆大小，半透明的无痛小疱
口腔颌面部皮样、表,口腔黏膜纤维化
口腔颌面部皮样、表,一侧颜面肥大
口腔单纯性疱疹,口痛
口腔单纯性疱疹,疱疹后神经痛
口腔单纯性疱疹,小儿流口水
口腔单纯性疱疹,溃疡
口腔单纯性疱疹,咽炎、舌炎、龈炎
口腔扁平苔藓,黏膜白斑
口腔扁平苔藓,口涩
口腔扁平苔藓,口腔黏膜脱落
口腔扁平苔藓,口腔黏膜纤维化
口腔扁平苔藓,脓苔
口腔白斑病,咬嘴唇或舌
口腔白斑病,口腔黏膜溃疡
口腔白斑病,溃疡
口腔白斑病,咽炎、舌炎、龈炎
口腔白斑病,疣状增殖
口底多间隙感染,努嘴伸舌
口底多间隙感染,咽部有散在灰白色丘疱疹
口底多间隙感染,口涩
口底多间隙感染,睡觉流口水
口底多间隙感染,口臭
恐缩症,伴有生动鲜明的恐怖性幻视
恐缩症,频繁性惊醒
恐缩症,心境不良
恐缩症,白天嗜睡夜间失眠
颏下间隙感染,囊肿
颏下间隙感染,溃疡
颏下间隙感染,口腔痛
颏下间隙感染,淋巴结肿大
开合,牙齿异常
开合,牙齿小而稀疏
开放性手外伤,韧带断裂
开放性手外伤,儿童骨缺损
开放性手外伤,手凉
开放性手外伤,手热
开放性手外伤,手指撞伤
卡氏肺囊虫肺炎,肺部可闻及干湿啰音及哮鸣音
卡氏肺囊虫肺炎,含铁血黄素沉着症
卡氏肺囊虫肺炎,低钙血症
卡氏肺囊虫肺炎,恶心与呕吐
卡氏肺囊虫肺炎,低血糖症
库欣综合征,向心性肥胖
库欣综合征,满月脸
库欣综合征,多血质
库欣综合征,皮肤脆性增加
库欣综合征,性欲减退
α1-抗胰蛋白酶缺,脓肿 
α1-抗胰蛋白酶缺,结节
眶蜂窝织炎,昏迷
眶蜂窝织炎,晕厥
眶蜂窝织炎,恶心与呕吐
眶蜂窝织炎,蜂窝组织炎
眶蜂窝织炎,微炎症状态
眶假瘤,眼痛
眶假瘤,眼球突出
眶假瘤,水肿
眶假瘤,泪溢
眶脑膜瘤,眼球突出
眶脑膜瘤,视力障碍
眶脑膜瘤,脑膜增厚
开角型青光眼,象限性缺损
开角型青光眼,象限性偏盲
开角型青光眼,高眼压
开角型青光眼,视野缩小
开角型青光眼,视力障碍
眶上神经痛,头痛并颈痛
眶上神经痛,放射性疼痛
眶上神经痛,神经疼痛
眶上神经痛,皮肤触痛
眶上神经痛,中度痛
开放性脑外伤,反应迟钝
开放性脑外伤,小头
开放性脑外伤,脑沟变宽
开放性脑外伤,颅内压增高
开放性脑外伤,言语功能的部分丧失
空肠弯曲菌肠炎,排水样血性大便
空肠弯曲菌肠炎,反射性呕吐
空肠弯曲菌肠炎,粪便脓血
克罗恩病,腹泻
克罗恩病,腹痛
克罗恩病,发热
恐怖症,社交恐惧
恐怖症,疥疮恐惧
恐怖症,场所恐惧
恐怖症,小便恐惧
恐怖症,恐惧
髋关节结核,关节疼痛
髋关节结核,发热
髋关节结核,儿童不敢平卧睡觉
髋关节结核,小儿曳足而行
髋关节结核,臀沟展平和下垂
髋关节脱位,摇摆步态
髋关节脱位,蹒跚步态
髋关节脱位,髋关节发育不良
髋关节脱位,髋部酸胀不适
髋关节脱位,髋关节脱位
咯血,咯血伴黄疸
咯血,咯血伴胸痛
咯血,咯血伴呛咳
咯血,咯血伴有皮肤粘膜出血
咯血,咯血
口臭,口苦
口臭,热痰口臭
口臭,口臭
口臭,虚热口臭    
口臭,胃火口臭
狂犬病,喉头痉挛
狂犬病,蚁走感
狂犬病,恐水症
狂犬病,恶心与呕吐
狂犬病,食欲异常
口腔毛滴虫病,口痛
口腔毛滴虫病,口腔溃疡
口腔毛滴虫病,口臭
口腔毛滴虫病,咽炎、舌炎、龈炎
口腔毛滴虫病,口腔痛
克雷白杆菌属感染,呼吸衰竭
克雷白杆菌属感染,胸腔积液
克雷白杆菌属感染,咳痰
克雷白杆菌属感染,咳嗽
克雷白杆菌属感染,发热
寇热,胸痛
寇热,头痛
寇热,疲劳
寇热,发热
寇热,咳嗽
库鲁病,关节疼痛
库鲁病,消瘦
库鲁病,肌肉萎缩
库鲁病,共济失调
库鲁病,不自主运动
克里米亚-刚果出血,发热伴出血
克里米亚-刚果出血,肝肿大
克里米亚-刚果出血,便血
克里米亚-刚果出血,休克
克里米亚-刚果出血,鼻出血
柯萨奇病毒感染,淋巴液流出
柯萨奇病毒感染,反复高热
柯萨奇病毒感染,头痛
柯萨奇病毒感染,咽痛
柯萨奇病毒感染,吞咽困难
克罗恩病关节炎,腹痛
克罗恩病关节炎,恶心与呕吐
克罗恩病关节炎,腹泻
克罗恩病关节炎,食欲异常
克罗恩病关节炎,眩晕
卡普兰综合征,类风湿关节炎
卡普兰综合征,浑身酸痛
卡普兰综合征,肺通气一血流比例失调
卡普兰综合征,咯血
卡普兰综合征,关节疼痛
科干综合征,恶心与呕吐
科干综合征,腹泻
科干综合征,食欲异常
